ProductID,Name,ProductNumber,Color,ListPrice,StandardCost,ProductCategory,ProductSubcategory
798,"Road-550-W Yellow, 40",BK-R64Y-40,Yellow,1120.49,713.0798,Bikes,Road Bikes
799,"Road-550-W Yellow, 42",BK-R64Y-42,Yellow,1120.49,713.0798,Bikes,Road Bikes
800,"Road-550-W Yellow, 44",BK-R64Y-44,Yellow,1120.49,713.0798,Bikes,Road Bikes
801,"Road-550-W Yellow, 48",BK-R64Y-48,Yellow,1120.49,713.0798,Bikes,Road Bikes
802,LL Fork,FK-1639,,148.22,65.8097,Components,Forks
803,ML Fork,FK-5136,,175.49,77.9176,Components,Forks
804,HL Fork,FK-9939,,229.49,101.8936,Components,Forks
805,LL Headset,HS-0296,,34.2,15.1848,Components,Headsets
806,ML Headset,HS-2451,,102.29,45.4168,Components,Headsets
807,HL Headset,HS-3479,,124.73,55.3801,Components,Headsets
808,LL Mountain Handlebars,HB-M243,,44.54,19.7758,Components,Handlebars
809,ML Mountain Handlebars,HB-M763,,61.92,27.4925,Components,Handlebars
810,HL Mountain Handlebars,HB-M918,,120.27,53.3999,Components,Handlebars
811,LL Road Handlebars,HB-R504,,44.54,19.7758,Components,Handlebars
812,ML Road Handlebars,HB-R720,,61.92,27.4925,Components,Handlebars
813,HL Road Handlebars,HB-R956,,120.27,53.3999,Components,Handlebars
814,"ML Mountain Frame - Black, 38",FR-M63B-38,Black,348.76,185.8193,Components,Mountain Frames
815,LL Mountain Front Wheel,FW-M423,Black,60.745,26.9708,Components,Wheels
816,ML Mountain Front Wheel,FW-M762,Black,209.025,92.8071,Components,Wheels
817,HL Mountain Front Wheel,FW-M928,Black,300.215,133.2955,Components,Wheels
818,LL Road Front Wheel,FW-R623,Black,85.565,37.9909,Components,Wheels
819,ML Road Front Wheel,FW-R762,Black,248.385,110.2829,Components,Wheels
820,HL Road Front Wheel,FW-R820,Black,330.06,146.5466,Components,Wheels
821,Touring Front Wheel,FW-T905,Black,218.01,96.7964,Components,Wheels
822,"ML Road Frame-W - Yellow, 38",FR-R72Y-38,Yellow,594.83,360.9428,Components,Road Frames
823,LL Mountain Rear Wheel,RW-M423,Black,87.745,38.9588,Components,Wheels
824,ML Mountain Rear Wheel,RW-M762,Black,236.025,104.7951,Components,Wheels
825,HL Mountain Rear Wheel,RW-M928,Black,327.215,145.2835,Components,Wheels
826,LL Road Rear Wheel,RW-R623,Black,112.565,49.9789,Components,Wheels
827,ML Road Rear Wheel,RW-R762,Black,275.385,122.2709,Components,Wheels
828,HL Road Rear Wheel,RW-R820,Black,357.06,158.5346,Components,Wheels
829,Touring Rear Wheel,RW-T905,Black,245.01,108.7844,Components,Wheels
830,"ML Mountain Frame - Black, 40",FR-M63B-40,Black,348.76,185.8193,Components,Mountain Frames
831,"ML Mountain Frame - Black, 44",FR-M63B-44,Black,348.76,185.8193,Components,Mountain Frames
832,"ML Mountain Frame - Black, 48",FR-M63B-48,Black,348.76,185.8193,Components,Mountain Frames
833,"ML Road Frame-W - Yellow, 40",FR-R72Y-40,Yellow,594.83,360.9428,Components,Road Frames
834,"ML Road Frame-W - Yellow, 42",FR-R72Y-42,Yellow,594.83,360.9428,Components,Road Frames
835,"ML Road Frame-W - Yellow, 44",FR-R72Y-44,Yellow,594.83,360.9428,Components,Road Frames
836,"ML Road Frame-W - Yellow, 48",FR-R72Y-48,Yellow,594.83,360.9428,Components,Road Frames
837,"HL Road Frame - Black, 62",FR-R92B-62,Black,1431.5,868.6342,Components,Road Frames
838,"HL Road Frame - Black, 44",FR-R92B-44,Black,1431.5,868.6342,Components,Road Frames
839,"HL Road Frame - Black, 48",FR-R92B-48,Black,1431.5,868.6342,Components,Road Frames
840,"HL Road Frame - Black, 52",FR-R92B-52,Black,1431.5,868.6342,Components,Road Frames
841,"Men's Sports Shorts, S",SH-M897-S,Black,59.99,24.7459,Clothing,Shorts
842,"Touring-Panniers, Large",PA-T100,Grey,125.0,51.5625,Accessories,Panniers
843,Cable Lock,LO-C100,,25.0,10.3125,Accessories,Locks
844,Minipump,PU-0452,,19.99,8.2459,Accessories,Pumps
845,Mountain Pump,PU-M044,,24.99,10.3084,Accessories,Pumps
846,Taillights - Battery-Powered,LT-T990,,13.99,5.7709,Accessories,Lights
847,Headlights - Dual-Beam,LT-H902,,34.99,14.4334,Accessories,Lights
848,Headlights - Weatherproof,LT-H903,,44.99,18.5584,Accessories,Lights
849,"Men's Sports Shorts, M",SH-M897-M,Black,59.99,24.7459,Clothing,Shorts
850,"Men's Sports Shorts, L",SH-M897-L,Black,59.99,24.7459,Clothing,Shorts
851,"Men's Sports Shorts, XL",SH-M897-X,Black,59.99,24.7459,Clothing,Shorts
852,"Women's Tights, S",TG-W091-S,Black,74.99,30.9334,Clothing,Tights
853,"Women's Tights, M",TG-W091-M,Black,74.99,30.9334,Clothing,Tights
854,"Women's Tights, L",TG-W091-L,Black,74.99,30.9334,Clothing,Tights
855,"Men's Bib-Shorts, S",SB-M891-S,Multi,89.99,37.1209,Clothing,Bib-Shorts
856,"Men's Bib-Shorts, M",SB-M891-M,Multi,89.99,37.1209,Clothing,Bib-Shorts
857,"Men's Bib-Shorts, L",SB-M891-L,Multi,89.99,37.1209,Clothing,Bib-Shorts
858,"Half-Finger Gloves, S",GL-H102-S,Black,24.49,9.1593,Clothing,Gloves
859,"Half-Finger Gloves, M",GL-H102-M,Black,24.49,9.1593,Clothing,Gloves
860,"Half-Finger Gloves, L",GL-H102-L,Black,24.49,9.1593,Clothing,Gloves
861,"Full-Finger Gloves, S",GL-F110-S,Black,37.99,15.6709,Clothing,Gloves
862,"Full-Finger Gloves, M",GL-F110-M,Black,37.99,15.6709,Clothing,Gloves
863,"Full-Finger Gloves, L",GL-F110-L,Black,37.99,15.6709,Clothing,Gloves
864,"Classic Vest, S",VE-C304-S,Blue,63.5,23.749,Clothing,Vests
865,"Classic Vest, M",VE-C304-M,Blue,63.5,23.749,Clothing,Vests
866,"Classic Vest, L",VE-C304-L,Blue,63.5,23.749,Clothing,Vests
867,"Women's Mountain Shorts, S",SH-W890-S,Black,69.99,26.1763,Clothing,Shorts
868,"Women's Mountain Shorts, M",SH-W890-M,Black,69.99,26.1763,Clothing,Shorts
869,"Women's Mountain Shorts, L",SH-W890-L,Black,69.99,26.1763,Clothing,Shorts
870,Water Bottle - 30 oz.,WB-H098,,4.99,1.8663,Accessories,Bottles and Cages
871,Mountain Bottle Cage,BC-M005,,9.99,3.7363,Accessories,Bottles and Cages
872,Road Bottle Cage,BC-R205,,8.99,3.3623,Accessories,Bottles and Cages
873,Patch Kit/8 Patches,PK-7098,,2.29,0.8565,Accessories,Tires and Tubes
874,"Racing Socks, M",SO-R809-M,White,8.99,3.3623,Clothing,Socks
875,"Racing Socks, L",SO-R809-L,White,8.99,3.3623,Clothing,Socks
876,Hitch Rack - 4-Bike,RA-H123,,120.0,44.88,Accessories,Bike Racks
877,Bike Wash - Dissolver,CL-9009,,7.95,2.9733,Accessories,Cleaners
878,Fender Set - Mountain,FE-6654,,21.98,8.2205,Accessories,Fenders
879,All-Purpose Bike Stand,ST-1401,,159.0,59.466,Accessories,Bike Stands
880,Hydration Pack - 70 oz.,HY-1023-70,Silver,54.99,20.5663,Accessories,Hydration Packs
881,"Short-Sleeve Classic Jersey, S",SJ-0194-S,Yellow,53.99,41.5723,Clothing,Jerseys
882,"Short-Sleeve Classic Jersey, M",SJ-0194-M,Yellow,53.99,41.5723,Clothing,Jerseys
883,"Short-Sleeve Classic Jersey, L",SJ-0194-L,Yellow,53.99,41.5723,Clothing,Jerseys
884,"Short-Sleeve Classic Jersey, XL",SJ-0194-X,Yellow,53.99,41.5723,Clothing,Jerseys
885,"HL Touring Frame - Yellow, 60",FR-T98Y-60,Yellow,1003.91,601.7437,Components,Touring Frames
886,"LL Touring Frame - Yellow, 62",FR-T67Y-62,Yellow,333.42,199.8519,Components,Touring Frames
887,"HL Touring Frame - Yellow, 46",FR-T98Y-46,Yellow,1003.91,601.7437,Components,Touring Frames
888,"HL Touring Frame - Yellow, 50",FR-T98Y-50,Yellow,1003.91,601.7437,Components,Touring Frames
889,"HL Touring Frame - Yellow, 54",FR-T98Y-54,Yellow,1003.91,601.7437,Components,Touring Frames
890,"HL Touring Frame - Blue, 46",FR-T98U-46,Blue,1003.91,601.7437,Components,Touring Frames
891,"HL Touring Frame - Blue, 50",FR-T98U-50,Blue,1003.91,601.7437,Components,Touring Frames
892,"HL Touring Frame - Blue, 54",FR-T98U-54,Blue,1003.91,601.7437,Components,Touring Frames
893,"HL Touring Frame - Blue, 60",FR-T98U-60,Blue,1003.91,601.7437,Components,Touring Frames
894,Rear Derailleur,RD-2308,Silver,121.46,53.9282,Components,Derailleurs
895,"LL Touring Frame - Blue, 50",FR-T67U-50,Blue,333.42,199.8519,Components,Touring Frames
896,"LL Touring Frame - Blue, 54",FR-T67U-54,Blue,333.42,199.8519,Components,Touring Frames
897,"LL Touring Frame - Blue, 58",FR-T67U-58,Blue,333.42,199.8519,Components,Touring Frames
898,"LL Touring Frame - Blue, 62",FR-T67U-62,Blue,333.42,199.8519,Components,Touring Frames
899,"LL Touring Frame - Yellow, 44",FR-T67Y-44,Yellow,333.42,199.8519,Components,Touring Frames
900,"LL Touring Frame - Yellow, 50",FR-T67Y-50,Yellow,333.42,199.8519,Components,Touring Frames
901,"LL Touring Frame - Yellow, 54",FR-T67Y-54,Yellow,333.42,199.8519,Components,Touring Frames
902,"LL Touring Frame - Yellow, 58",FR-T67Y-58,Yellow,333.42,199.8519,Components,Touring Frames
903,"LL Touring Frame - Blue, 44",FR-T67U-44,Blue,333.42,199.8519,Components,Touring Frames
904,"ML Mountain Frame-W - Silver, 40",FR-M63S-40,Silver,364.09,199.3757,Components,Mountain Frames
905,"ML Mountain Frame-W - Silver, 42",FR-M63S-42,Silver,364.09,199.3757,Components,Mountain Frames
906,"ML Mountain Frame-W - Silver, 46",FR-M63S-46,Silver,364.09,199.3757,Components,Mountain Frames
907,Rear Brakes,RB-9231,Silver,106.5,47.286,Components,Brakes
908,LL Mountain Seat/Saddle,SE-M236,,27.12,12.0413,Components,Saddles
909,ML Mountain Seat/Saddle,SE-M798,,39.14,17.3782,Components,Saddles
910,HL Mountain Seat/Saddle,SE-M940,,52.64,23.3722,Components,Saddles
911,LL Road Seat/Saddle,SE-R581,,27.12,12.0413,Components,Saddles
912,ML Road Seat/Saddle,SE-R908,,39.14,17.3782,Components,Saddles
913,HL Road Seat/Saddle,SE-R995,,52.64,23.3722,Components,Saddles
914,LL Touring Seat/Saddle,SE-T312,,27.12,12.0413,Components,Saddles
915,ML Touring Seat/Saddle,SE-T762,,39.14,17.3782,Components,Saddles
916,HL Touring Seat/Saddle,SE-T924,,52.64,23.3722,Components,Saddles
917,"LL Mountain Frame - Silver, 42",FR-M21S-42,Silver,264.05,144.5938,Components,Mountain Frames
918,"LL Mountain Frame - Silver, 44",FR-M21S-44,Silver,264.05,144.5938,Components,Mountain Frames
919,"LL Mountain Frame - Silver, 48",FR-M21S-48,Silver,264.05,144.5938,Components,Mountain Frames
920,"LL Mountain Frame - Silver, 52",FR-M21S-52,Silver,264.05,144.5938,Components,Mountain Frames
921,Mountain Tire Tube,TT-M928,,4.99,1.8663,Accessories,Tires and Tubes
922,Road Tire Tube,TT-R982,,3.99,1.4923,Accessories,Tires and Tubes
923,Touring Tire Tube,TT-T092,,4.99,1.8663,Accessories,Tires and Tubes
924,"LL Mountain Frame - Black, 42",FR-M21B-42,Black,249.79,136.785,Components,Mountain Frames
925,"LL Mountain Frame - Black, 44",FR-M21B-44,Black,249.79,136.785,Components,Mountain Frames
926,"LL Mountain Frame - Black, 48",FR-M21B-48,Black,249.79,136.785,Components,Mountain Frames
927,"LL Mountain Frame - Black, 52",FR-M21B-52,Black,249.79,136.785,Components,Mountain Frames
928,LL Mountain Tire,TI-M267,,24.99,9.3463,Accessories,Tires and Tubes
929,ML Mountain Tire,TI-M602,,29.99,11.2163,Accessories,Tires and Tubes
930,HL Mountain Tire,TI-M823,,35.0,13.09,Accessories,Tires and Tubes
931,LL Road Tire,TI-R092,,21.49,8.0373,Accessories,Tires and Tubes
932,ML Road Tire,TI-R628,,24.99,9.3463,Accessories,Tires and Tubes
933,HL Road Tire,TI-R982,,32.6,12.1924,Accessories,Tires and Tubes
934,Touring Tire,TI-T723,,28.99,10.8423,Accessories,Tires and Tubes
935,LL Mountain Pedal,PD-M282,Silver/Black,40.49,17.9776,Components,Pedals
936,ML Mountain Pedal,PD-M340,Silver/Black,62.09,27.568,Components,Pedals
937,HL Mountain Pedal,PD-M562,Silver/Black,80.99,35.9596,Components,Pedals
938,LL Road Pedal,PD-R347,Silver/Black,40.49,17.9776,Components,Pedals
939,ML Road Pedal,PD-R563,Silver/Black,62.09,27.568,Components,Pedals
940,HL Road Pedal,PD-R853,Silver/Black,80.99,35.9596,Components,Pedals
941,Touring Pedal,PD-T852,Silver/Black,80.99,35.9596,Components,Pedals
942,"ML Mountain Frame-W - Silver, 38",FR-M63S-38,Silver,364.09,199.3757,Components,Mountain Frames
943,"LL Mountain Frame - Black, 40",FR-M21B-40,Black,249.79,136.785,Components,Mountain Frames
944,"LL Mountain Frame - Silver, 40",FR-M21S-40,Silver,264.05,144.5938,Components,Mountain Frames
945,Front Derailleur,FD-2342,Silver,91.49,40.6216,Components,Derailleurs
946,LL Touring Handlebars,HB-T721,,46.09,20.464,Components,Handlebars
947,HL Touring Handlebars,HB-T928,,91.57,40.6571,Components,Handlebars
948,Front Brakes,FB-9873,Silver,106.5,47.286,Components,Brakes
949,LL Crankset,CS-4759,Black,175.49,77.9176,Components,Cranksets
950,ML Crankset,CS-6583,Black,256.49,113.8816,Components,Cranksets
951,HL Crankset,CS-9183,Black,404.99,179.8156,Components,Cranksets
952,Chain,CH-0234,Silver,20.24,8.9866,Components,Chains
953,"Touring-2000 Blue, 60",BK-T44U-60,Blue,1214.85,755.1508,Bikes,Touring Bikes
954,"Touring-1000 Yellow, 46",BK-T79Y-46,Yellow,2384.07,1481.9379,Bikes,Touring Bikes
955,"Touring-1000 Yellow, 50",BK-T79Y-50,Yellow,2384.07,1481.9379,Bikes,Touring Bikes
956,"Touring-1000 Yellow, 54",BK-T79Y-54,Yellow,2384.07,1481.9379,Bikes,Touring Bikes
957,"Touring-1000 Yellow, 60",BK-T79Y-60,Yellow,2384.07,1481.9379,Bikes,Touring Bikes
958,"Touring-3000 Blue, 54",BK-T18U-54,Blue,742.35,461.4448,Bikes,Touring Bikes
959,"Touring-3000 Blue, 58",BK-T18U-58,Blue,742.35,461.4448,Bikes,Touring Bikes
960,"Touring-3000 Blue, 62",BK-T18U-62,Blue,742.35,461.4448,Bikes,Touring Bikes
961,"Touring-3000 Yellow, 44",BK-T18Y-44,Yellow,742.35,461.4448,Bikes,Touring Bikes
962,"Touring-3000 Yellow, 50",BK-T18Y-50,Yellow,742.35,461.4448,Bikes,Touring Bikes
963,"Touring-3000 Yellow, 54",BK-T18Y-54,Yellow,742.35,461.4448,Bikes,Touring Bikes
964,"Touring-3000 Yellow, 58",BK-T18Y-58,Yellow,742.35,461.4448,Bikes,Touring Bikes
965,"Touring-3000 Yellow, 62",BK-T18Y-62,Yellow,742.35,461.4448,Bikes,Touring Bikes
966,"Touring-1000 Blue, 46",BK-T79U-46,Blue,2384.07,1481.9379,Bikes,Touring Bikes
967,"Touring-1000 Blue, 50",BK-T79U-50,Blue,2384.07,1481.9379,Bikes,Touring Bikes
968,"Touring-1000 Blue, 54",BK-T79U-54,Blue,2384.07,1481.9379,Bikes,Touring Bikes
969,"Touring-1000 Blue, 60",BK-T79U-60,Blue,2384.07,1481.9379,Bikes,Touring Bikes
970,"Touring-2000 Blue, 46",BK-T44U-46,Blue,1214.85,755.1508,Bikes,Touring Bikes
971,"Touring-2000 Blue, 50",BK-T44U-50,Blue,1214.85,755.1508,Bikes,Touring Bikes
972,"Touring-2000 Blue, 54",BK-T44U-54,Blue,1214.85,755.1508,Bikes,Touring Bikes
973,"Road-350-W Yellow, 40",BK-R79Y-40,Yellow,1700.99,1082.51,Bikes,Road Bikes
974,"Road-350-W Yellow, 42",BK-R79Y-42,Yellow,1700.99,1082.51,Bikes,Road Bikes
975,"Road-350-W Yellow, 44",BK-R79Y-44,Yellow,1700.99,1082.51,Bikes,Road Bikes
976,"Road-350-W Yellow, 48",BK-R79Y-48,Yellow,1700.99,1082.51,Bikes,Road Bikes
977,"Road-750 Black, 58",BK-R19B-58,Black,539.99,343.6496,Bikes,Road Bikes
978,"Touring-3000 Blue, 44",BK-T18U-44,Blue,742.35,461.4448,Bikes,Touring Bikes
979,"Touring-3000 Blue, 50",BK-T18U-50,Blue,742.35,461.4448,Bikes,Touring Bikes
980,"Mountain-400-W Silver, 38",BK-M38S-38,Silver,769.49,419.7784,Bikes,Mountain Bikes
981,"Mountain-400-W Silver, 40",BK-M38S-40,Silver,769.49,419.7784,Bikes,Mountain Bikes
982,"Mountain-400-W Silver, 42",BK-M38S-42,Silver,769.49,419.7784,Bikes,Mountain Bikes
983,"Mountain-400-W Silver, 46",BK-M38S-46,Silver,769.49,419.7784,Bikes,Mountain Bikes
984,"Mountain-500 Silver, 40",BK-M18S-40,Silver,564.99,308.2179,Bikes,Mountain Bikes
985,"Mountain-500 Silver, 42",BK-M18S-42,Silver,564.99,308.2179,Bikes,Mountain Bikes
986,"Mountain-500 Silver, 44",BK-M18S-44,Silver,564.99,308.2179,Bikes,Mountain Bikes
987,"Mountain-500 Silver, 48",BK-M18S-48,Silver,564.99,308.2179,Bikes,Mountain Bikes
988,"Mountain-500 Silver, 52",BK-M18S-52,Silver,564.99,308.2179,Bikes,Mountain Bikes
989,"Mountain-500 Black, 40",BK-M18B-40,Black,539.99,294.5797,Bikes,Mountain Bikes
990,"Mountain-500 Black, 42",BK-M18B-42,Black,539.99,294.5797,Bikes,Mountain Bikes
991,"Mountain-500 Black, 44",BK-M18B-44,Black,539.99,294.5797,Bikes,Mountain Bikes
992,"Mountain-500 Black, 48",BK-M18B-48,Black,539.99,294.5797,Bikes,Mountain Bikes
993,"Mountain-500 Black, 52",BK-M18B-52,Black,539.99,294.5797,Bikes,Mountain Bikes
994,LL Bottom Bracket,BB-7421,,53.99,23.9716,Components,Bottom Brackets
995,ML Bottom Bracket,BB-8107,,101.24,44.9506,Components,Bottom Brackets
996,HL Bottom Bracket,BB-9108,,121.49,53.9416,Components,Bottom Brackets
997,"Road-750 Black, 44",BK-R19B-44,Black,539.99,343.6496,Bikes,Road Bikes
998,"Road-750 Black, 48",BK-R19B-48,Black,539.99,343.6496,Bikes,Road Bikes
999,"Road-750 Black, 52",BK-R19B-52,Black,539.99,343.6496,Bikes,Road Bikes
